,Y,Pais,edad,genero,Antiguedad,nombre_estado,Tiene_creditos,Creditos,saldo_actual,saldo_vencido,mop_historico,numero_pagos_vencidos,Promedio de limite_credito,Promedio de credito_maximo,Promedio de cantidad_cuotas,Promedio de valor_cuota,ahorro_impacto,bienestar_financiero_impacto,coaching_impacto,gestion_de_gastos_impacto,score,perfil_usuario,sistema_operativo,Desinstalaciones,Tiene_ahorro,monto_ahorro,monto_bloqueado,monto_total,Tiene_seguros,Seguros,Activo_saldo_actual,Activo_saldo_vencido,%_Activo,Activos_pagos_vencidos,Activos_garantia,Autos_saldo_actual,Autos_saldo_vencido,%_Autos,Autos_pagos_vencidos,Autos_garantia,Comunicaciones_saldo_actual,Comunicaciones_saldo_vencido,%_comunicaciones,Comunicaciones_pagos_vencidos,Comunicaciones_garantia,Consumo_saldo_actual,Consumo_saldo_vencido,%_consumo,consumo_pagos_vencidos,consumo_garantia,Educacion_saldo_actual,Educacion_saldo_vencido,%_educuacion,Educacion_pagos_vencidos,Educacion_garantia,Libranza_saldo_actual,Libranza_saldo_vencido,%_libranza,Libranza_pagos_vencidos,Libranza_garantia,Microcredito_saldo_actual,Microcredito_saldo_vencido,%_microcredito,microcredito_pagos_vencidos,microcredito_garantia,Otros_saldo_actual,Otros_saldo_vencido,%_otro,Otros_pagos_vencidos,Otros_garantia,Tarjeta_credito_saldo_actual,Tarjeta_credito_saldo_vencido,%_tarjeta,Tarjeta_pagos_vencidos,Tarjeta_garantia,Vivienda_saldo_actual,Vivienda_saldo_vencido,%_vivienda,Vivienda_pagos_vencidos,Vivienda_garantia,Garantia
7985,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,4,708000.0,708000.0,N,,0.0,487250.0,8.0,64750.0,0.0,0.0,0.0,0.0,241.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,126000.0,126000.0,0.177966101694915,,1.0,582000.0,582000.0,0.822033898305084,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8001,0,CO,21.0,FEMENINO,Menos de 6 meses,,1,3,3702000.0,1871000.0,N,,0.0,1506000.0,39.67,181667.0,0.0,0.0,0.0,0.0,351.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,3702000.0,1871000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
8007,1,CO,39.0,FEMENINO,Menos de 6 meses,,1,19,8626000.0,4775000.0,N,,94737.0,198526.0,4.07,436316.0,0.0,0.0,0.0,0.0,461.0,Sin registro,,,1,100000.0,,,0,0,,,,,,,,,,,46000.0,0.0,0.00533271504753072,,1.0,1160000.0,1160000.0,0.134477162068166,,1.0,,,,,,,,,,,,,,,,,,,,,7420000.0,3615000.0,0.860190122884303,,,,,,,,2.0
8014,0,CO,31.0,MASCULINO,Menos de 6 meses,,1,2,193000.0,193000.0,6,,0.0,35500.0,1.0,35500.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,122000.0,122000.0,0.632124352331606,,1.0,71000.0,71000.0,0.367875647668393,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8019,0,CO,31.0,FEMENINO,Menos de 6 meses,,1,8,1214000.0,948000.0,N,,62500.0,6375.0,1.0,143750.0,0.0,0.0,0.0,0.0,184.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,364000.0,364000.0,0.2998352553542,,1.0,,,,,,,,,,,,,,,,,,,,,389000.0,451000.0,0.320428336079077,,1.0,461000.0,133000.0,0.379736408566721,,,,,,,,2.0
8021,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,9,7623000.0,7201000.0,N,,0.0,625778.0,6.33,788222.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,195000.0,150000.0,0.0255804801259346,,1.0,7428000.0,7051000.0,0.974419519874065,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8028,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,5,1008000.0,1106000.0,N,,0.0,0.0,0.75,191200.0,0.0,0.0,0.0,0.0,228.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,111000.0,111000.0,0.110119047619047,,1.0,,,,,,,,,,,,,,,,,,,,,897000.0,995000.0,0.889880952380952,,1.0,,,,,,,,,,,2.0
8029,0,CO,20.0,MASCULINO,Menos de 6 meses,,1,3,1388000.0,1161000.0,N,,0.0,200000.0,10.0,52667.0,0.0,0.0,0.0,0.0,291.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,124000.0,124000.0,0.0893371757925072,,1.0,1264000.0,1037000.0,0.910662824207492,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8030,0,CO,37.0,MASCULINO,Menos de 6 meses,,1,3,226000.0,226000.0,6,,0.0,31333.0,,31333.0,0.0,0.0,0.0,0.0,268.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,226000.0,226000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
8032,0,CO,37.0,FEMENINO,Menos de 6 meses,Boyacá,1,3,56000.0,56000.0,N,25.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,56000.0,56000.0,1.0,25.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8048,0,CO,27.0,FEMENINO,Menos de 6 meses,,1,3,180000.0,180000.0,N,,0.0,383333.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,180000.0,180000.0,1.0,,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,2.0
8063,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,26,20542000.0,15181000.0,N,,149308.0,1544269.0,29.47,537308.0,0.0,0.0,0.0,0.0,222.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,14213000.0,9713000.0,0.691899522928634,,1.0,,,,,,,,,,,,,,,,,,,,,6329000.0,5468000.0,0.308100477071366,,,,,,,,2.0
8067,0,CO,29.0,MASCULINO,Menos de 6 meses,,1,10,2706000.0,2706000.0,N,,0.0,284100.0,3.14,122500.0,0.0,0.0,0.0,0.0,274.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,258000.0,258000.0,0.0953436807095343,,1.0,2448000.0,2448000.0,0.904656319290465,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8076,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,2,478000.0,478000.0,N,,0.0,0.0,18.0,21500.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,478000.0,478000.0,1.0,,1.0,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8079,0,CO,34.0,MASCULINO,Menos de 6 meses,,1,4,609000.0,609000.0,N,,0.0,0.0,,17250.0,0.0,0.0,0.0,0.0,414.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,609000.0,609000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,1.0
8082,0,CO,44.0,MASCULINO,Menos de 6 meses,,1,4,109999.0,109999.0,N,16.0,,-1.0,2.25,24000.0,0.0,0.0,0.0,0.0,411.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,109999.0,109999.0,1.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8093,0,CO,29.0,FEMENINO,Menos de 6 meses,,1,4,8778000.0,7186000.0,N,,1330000.0,975000.0,60.0,844250.0,0.0,0.0,0.0,0.0,329.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,3759000.0,4217000.0,0.42822966507177,,1.0,,,,,,,,,,,,,,,,,,,,,5019000.0,2969000.0,0.571770334928229,,,,,,,,1.0
8094,0,CO,25.0,MASCULINO,de 6 meses a 1 año,,1,9,3832000.0,3832000.0,N,126.0,,356500.0,1.0,198375.0,0.0,0.0,0.0,0.0,242.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,439000.0,439000.0,0.11456158663883,23.0,1.0,3393000.0,3393000.0,0.885438413361169,103.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8095,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,5,829000.0,78000.0,N,,0.0,146200.0,8.0,12600.0,0.0,0.0,0.0,0.0,330.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,78000.0,78000.0,0.0940892641737032,,1.0,751000.0,0.0,0.905910735826296,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8099,0,CO,39.0,MASCULINO,de 6 meses a 1 año,,1,3,199999.0,199999.0,N,0.0,,-1.0,-0.33,9666.0,0.0,0.0,0.0,0.0,437.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,200000.0,200000.0,1.000005000025,0.0,1.0,,,,,,,,,,,,,,,,-1.0,-1.0,-5.000025000125e-06,0.0,1.0,,,,,,,,,,,,,,,,2.0
8100,0,CO,37.0,MASCULINO,Menos de 6 meses,,1,6,1797999.0,1797999.0,N,15.0,,327000.0,0.5,267666.0,0.0,0.0,0.0,0.0,253.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,221999.0,221999.0,0.123470035300353,14.0,1.0,1576000.0,1576000.0,0.876529964699646,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8102,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,3,786000.0,39000.0,N,,233333.0,39667.0,3.0,54333.0,0.0,0.0,0.0,0.0,411.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,39000.0,39000.0,0.049618320610687,,1.0,,,,,,,,,,,,,,,,,,,,,747000.0,0.0,0.950381679389313,,,,,,,,2.0
8120,0,CO,54.0,MASCULINO,de 6 meses a 1 año,,1,2,2090000.0,1891000.0,6,5.0,,-1.0,80.0,30000.0,0.0,0.0,0.0,0.0,268.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,302000.0,302000.0,0.144497607655502,5.0,1.0,,,,,,1788000.0,1589000.0,0.855502392344497,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8121,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,2,74000.0,74000.0,6,1.0,,-1.0,1.0,74000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,1.0,74000.0,74000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8129,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,12,3309000.0,1127000.0,N,,525000.0,388667.0,7.78,34750.0,0.0,0.0,0.0,0.0,419.0,Bajo,,,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,1.0,,,,,,,,,,,3309000.0,1127000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
8130,0,CO,25.0,MASCULINO,de 6 meses a 1 año,BOLÍVAR,1,2,55000.0,55000.0,N,0.0,,-1.0,-0.5,30500.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,55000.0,55000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8132,0,CO,37.0,MASCULINO,Menos de 6 meses,,1,3,61000.0,61000.0,N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,61000.0,61000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8134,0,CO,26.0,MASCULINO,Menos de 6 meses,,1,3,354000.0,154000.0,N,0.0,,101666.0,-0.33,101667.0,0.0,0.0,0.0,0.0,311.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,154000.0,154000.0,0.43502824858757,0.0,1.0,200000.0,0.0,0.564971751412429,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8139,0,CO,32.0,FEMENINO,Menos de 6 meses,,1,11,1244000.0,1315000.0,N,,0.0,166273.0,4.0,80273.0,0.0,0.0,0.0,0.0,359.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,33000.0,33000.0,0.0265273311897106,,1.0,1211000.0,1282000.0,0.973472668810289,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8142,0,CO,34.0,FEMENINO,Menos de 6 meses,,1,11,303000.0,303000.0,N,,0.0,0.0,18.0,16909.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,144000.0,144000.0,0.475247524752475,,1.0,,,,,,159000.0,159000.0,0.524752475247524,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8143,0,CO,58.0,MASCULINO,Menos de 6 meses,,1,19,606000.0,572000.0,N,120.0,,5999.0,-1.0,5999.0,0.0,0.0,0.0,0.0,301.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,606000.0,572000.0,1.0,120.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8158,0,CO,21.0,FEMENINO,Menos de 6 meses,,1,2,0.0,0.0,N,,0.0,2488000.0,8.0,0.0,,,,,781.0,Alto,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
8163,0,CO,33.0,MASCULINO,Menos de 6 meses,VALLE DEL CAUCA,1,2,371000.0,0.0,N,0.0,,160500.0,2.0,142500.0,1.0,0.0,1.0,0.0,7.0,Joven,,,1,30000.0,45033.59,45044.44,0,0,,,,,,,,,,,,,,,,371000.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
8164,0,CO,25.0,MASCULINO,Menos de 6 meses,"Bogotá, d.c.",1,7,5027000.0,0.0,N,,0.0,1042000.0,11.67,44571.0,0.0,0.0,0.0,0.0,727.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,5027000.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8165,0,CO,20.0,MASCULINO,Menos de 6 meses,,1,4,6455000.0,629000.0,N,,0.0,1656500.0,25.0,161250.0,0.0,0.0,0.0,0.0,443.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,6455000.0,629000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8166,0,CO,48.0,FEMENINO,Menos de 6 meses,,1,4,3716000.0,1711000.0,N,,0.0,1000750.0,15.5,64750.0,0.0,0.0,0.0,0.0,281.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,131000.0,131000.0,0.0352529601722282,,1.0,3585000.0,1580000.0,0.964747039827771,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8178,0,CO,33.0,MASCULINO,Menos de 6 meses,,1,3,214000.0,214000.0,N,,0.0,30000.0,,30000.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,214000.0,214000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
8183,0,CO,21.0,FEMENINO,Menos de 6 meses,,1,2,584000.0,548000.0,N,,0.0,375000.0,10.0,55000.0,0.0,0.0,0.0,0.0,375.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,36000.0,0.0,0.0616438356164383,,1.0,548000.0,548000.0,0.938356164383561,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8186,0,CO,44.0,MASCULINO,Menos de 6 meses,,1,6,1311000.0,2266000.0,N,,0.0,5000.0,1.0,102833.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,724000.0,724000.0,0.552250190694126,,1.0,,,,,,,,,,,,,,,,,,,,,587000.0,1542000.0,0.447749809305873,,1.0,,,,,,,,,,,2.0
8189,0,CO,42.0,MASCULINO,Menos de 6 meses,,1,6,206000.0,206000.0,,0.0,,515333.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,206000.0,206000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,2.0
8192,0,CO,48.0,MASCULINO,Menos de 6 meses,,1,6,594000.0,351000.0,N,30.0,,-1.0,-0.67,40500.0,0.0,0.0,0.0,0.0,278.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,351000.0,351000.0,0.59090909090909,30.0,1.0,,,,,,,,,,,,,,,,,,,,,243000.0,0.0,0.409090909090909,0.0,1.0,,,,,,,,,,,2.0
8193,0,CO,33.0,FEMENINO,Menos de 6 meses,,1,4,249999.0,224999.0,N,0.0,,-1.0,4.0,58000.0,0.0,0.0,0.0,0.0,483.0,Sin registro,ANDROID,1.0,0,0.0,0.0,0.0,0,0,210999.0,224999.0,0.843999375997504,0.0,1.0,,,,,,39000.0,0.0,0.156000624002496,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8201,0,CO,28.0,MASCULINO,Menos de 6 meses,,1,10,33088000.0,34295000.0,N,,0.0,3227600.0,0.5,3326700.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,1058000.0,1058000.0,0.0319753384912959,,1.0,32030000.0,33237000.0,0.968024661508704,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
8205,0,CO,36.0,FEMENINO,Menos de 6 meses,,1,4,2989000.0,2149000.0,N,,175000.0,250000.0,10.0,64000.0,0.0,0.0,0.0,0.0,264.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,42000.0,42000.0,0.0140515222482435,,1.0,2107000.0,2107000.0,0.704918032786885,,1.0,,,,,,,,,,,,,,,,,,,,,840000.0,0.0,0.281030444964871,,,,,,,,2.0
8209,0,CO,31.0,MASCULINO,Menos de 6 meses,,1,2,653000.0,653000.0,,0.0,,304500.0,-0.5,28000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,653000.0,653000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8212,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,3,407000.0,407000.0,4,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,407000.0,407000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
8213,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,7,3325000.0,3057000.0,N,,0.0,1350571.0,9.29,51286.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325000.0,3057000.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0
8216,0,CO,27.0,FEMENINO,Menos de 6 meses,,1,6,633000.0,524000.0,N,4.0,,263500.0,1.5,65500.0,0.0,0.0,0.0,0.0,421.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,109000.0,0.0,0.172195892575039,0.0,1.0,524000.0,524000.0,0.82780410742496,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8239,0,CO,29.0,FEMENINO,Menos de 6 meses,,1,12,13445000.0,13445000.0,N,,116667.0,1204167.0,3.0,1120417.0,0.0,0.0,0.0,0.0,379.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,13445000.0,13445000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
8240,0,CO,26.0,MASCULINO,Menos de 6 meses,,1,4,631000.0,794000.0,N,0.0,,32249.0,2.25,152250.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,412000.0,575000.0,0.652931854199683,0.0,1.0,,,,,,219000.0,219000.0,0.347068145800317,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8242,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,1,248000.0,248000.0,6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,248000.0,248000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
8244,0,CO,35.0,MASCULINO,Menos de 6 meses,,1,8,6322000.0,6322000.0,N,,0.0,621500.0,2.5,0.0,0.0,0.0,0.0,0.0,258.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,670000.0,670000.0,0.105979120531477,,1.0,5652000.0,5652000.0,0.894020879468522,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8245,0,CO,30.0,FEMENINO,Menos de 6 meses,,1,11,8574000.0,1084000.0,N,,336364.0,681727.0,14.29,114182.0,0.0,0.0,0.0,0.0,339.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,4988000.0,1084000.0,0.581758805691625,,1.0,,,,,,,,,,,,,,,,,,,,,3586000.0,0.0,0.418241194308374,,,,,,,,2.0
8249,0,CO,28.0,MASCULINO,de 6 meses a 1 año,,1,5,2648999.0,1809999.0,N,22.0,,419500.0,-0.25,73000.0,0.0,0.0,0.0,0.0,185.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,194999.0,194999.0,0.073612334319492,0.0,1.0,2454000.0,1615000.0,0.926387665680508,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8255,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,7,15224000.0,2290000.0,N,,1357143.0,771429.0,36.5,704429.0,0.0,0.0,0.0,0.0,332.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,5226000.0,130000.0,0.343273778244876,,1.0,,,,,,,,,,,,,,,,,,,,,9998000.0,2160000.0,0.656726221755123,,,,,,,,2.0
8259,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,2,447000.0,445000.0,5,,0.0,0.0,1.0,24500.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,51000.0,49000.0,0.114093959731543,,1.0,396000.0,396000.0,0.885906040268456,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8300,0,CO,33.0,MASCULINO,de 6 meses a 1 año,,1,3,0.0,0.0,,0.0,,5035000.0,25.0,0.0,0.0,0.0,0.0,0.0,644.0,Medio,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,1.0,,,,,,,,,,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8303,0,CO,26.0,FEMENINO,Menos de 6 meses,,1,4,1002000.0,216000.0,N,,300000.0,232000.0,12.0,126750.0,0.0,0.0,0.0,0.0,463.0,Sin registro,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,1002000.0,216000.0,1.0,,,,,,,,2.0
8313,0,CO,33.0,MASCULINO,Menos de 6 meses,,1,9,1930000.0,1341000.0,N,,0.0,137556.0,2.83,56556.0,0.0,0.0,0.0,0.0,341.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,365000.0,365000.0,0.189119170984455,,1.0,,,,,,,,,,,,,,,,1565000.0,976000.0,0.810880829015544,,1.0,,,,,,,,,,,2.0
8317,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,8,12909000.0,1273000.0,N,,0.0,2516625.0,30.88,49625.0,0.0,0.0,0.0,0.0,447.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,1.0,,,,,,,,,,,12909000.0,1273000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8320,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,14,1831000.0,1831000.0,N,,0.0,338786.0,3.31,142500.0,0.0,0.0,0.0,0.0,438.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,1831000.0,1831000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8333,0,CO,21.0,FEMENINO,Menos de 6 meses,,1,3,69035000.0,454000.0,N,,0.0,166667.0,10.0,171000.0,0.0,0.0,0.0,0.0,398.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,68581000.0,0.0,0.99342362569711,,1.0,,,,,,454000.0,454000.0,0.00657637430288983,,1.0,,,,,,,,,,,,,,,,2.0
8336,0,CO,61.0,MASCULINO,Menos de 6 meses,,1,5,14543000.0,14543000.0,N,,0.0,929600.0,1.0,933800.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,14543000.0,14543000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,1.0
8337,0,CO,33.0,MASCULINO,de 6 meses a 1 año,,1,5,186000.0,186000.0,6,0.0,,149999.0,1.75,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,186000.0,186000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
8344,0,CO,37.0,FEMENINO,Menos de 6 meses,,1,13,137000.0,137000.0,,1.0,,245667.0,5.67,45667.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,1.0,137000.0,137000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
